id,topic,sentiment_label,text,clean_text,AI_Sentiment
3929,Cyberpunk2077,Positive,This looks somehow clean!,this looks somehow clean,Positive
427,ApexLegends,Positive,Wow..,wow,Positive
2888,Dota2,Irrelevant,"Check out my latest game ""DOTA 5 STREAM ..<unk> Now: youtu.be/fxC6XbX6yNM",check out my latest game dota  stream unk now youtubefxcxbxynm,Positive
4292,CS-GO,Irrelevant,Team Spirit to win thriller over Team Vitality USA in ESL Europe. fieldlevelmedia. org com / The latest - stories …,team spirit to win thriller over team vitality usa in esl europe fieldlevelmedia org com  the latest  stories,Positive
6369,FIFA,Negative,This is meant to stop milimetric offside calls but all it will do is give the attacker a massive advantage and still have those calls due to a trailing foot.,this is meant to stop milimetric offside calls but all it will do is give the attacker a massive advantage and still have those calls due to a trailing foot,Negative
6121,FIFA,Irrelevant,He is the best player at the club.,he is the best player at the club,Positive
6227,FIFA,Negative,Fifa is dog shit,fifa is dog shit,Negative
66,Amazon,Neutral,Stuck at home? A Read,stuck at home a read,Neutral
9076,Nvidia,Positive,these nvidia caucuses fuckin crazy,these nvidia caucuses fuckin crazy,Negative
10383,PlayerUnknownsBattlegrounds(PUBG),Irrelevant,.. @ ImranKhanPTI. @ ArifAll. @ PTAofficiel.,imrankhanpti  arifall  ptaofficiel,Neutral
2276,CallOfDuty,Irrelevant,. A local family says a Philadelphia police motorcycle officer just went beyond receiving the call of duty after their loved one was hit by perhaps a garbage truck truck and died in the roadway... At abc13. net com / 6342694 /? ex _ r ci …,a local family says a philadelphia police motorcycle officer just went beyond receiving the call of duty after their loved one was hit by perhaps a garbage truck truck and died in the roadway at abc net com    ex  r ci,Positive
3498,Facebook,Negative,Y'all I find this on Facebook and I'm fucking losing my SHIT pic.facebook.com / bGobvWc7wS,yall i find this on facebook and im fucking losing my shit picfacebookcom  bgobvwcws,Negative
8732,NBA2K,Positive,RhandlerR This is such a great idea for Kobe! .  pic.twitter.com/ZGW80V9qMV,rhandlerr this is such a great idea for kobe   pictwittercomzgwvqmv,Positive
4830,GrandTheftAuto(GTA),Irrelevant,Oh boy oh boy oh boy so excited to see new red dead online content!!!! pic.facebook.com / qVwG0vSnjN,oh boy oh boy oh boy so excited to see new red dead online content picfacebookcom  qvwgvsnjn,Positive
4069,CS-GO,Positive,Well... I think CS: GO ruined Valorant for me today. I had so much fun playing CS today and when I jumped on Valorant I just wanted it to be over.,well i think cs go ruined valorant for me today i had so much fun playing cs today and when i jumped on valorant i just wanted it to be over,Positive
10604,RedDeadRedemption(RDR),Neutral,Long Red Dead [UNK],long red dead unk,Negative
7951,MaddenNFL,Neutral,Incredible art work @EAMaddenNFL.,incredible art work,Positive
6386,FIFA,Negative,"From the Fifa 15 soundtrack to Jay 1 in Fifa 21, what the fuck are these people smoking at EA",from the fifa  soundtrack to jay  in fifa  what the fuck are these people smoking at ea,Negative
2766,Borderlands,Negative,I HATE borderlands 3 Rhys WHY heck does he almost look up like that this is probably not really the beautiful disaster twink I love,i hate borderlands  rhys why heck does he almost look up like that this is probably not really the beautiful disaster twink i love,Positive
1296,Battlefield,Irrelevant,".. I loved smarthostapp.com. is's really easy to customize, just add champers (or another streamer that would want) for it's that good........",i loved smarthostappcom iss really easy to customize just add champers or another streamer that would want for its that good,Positive
1227,Battlefield,Irrelevant,A Change On Battlefield 4<unk> games has occurred SEE DETAILS: bf4db.com/player/ban/100...,a change on battlefield unk games has occurred see details bfdbcomplayerban,Neutral
8979,Nvidia,Neutral,Rumored NVIDIA-ARM acquisition could massively shake up the chip industry dlvr.it/Rc96fX @slideme https://t.co/NT0ki0cHxR,rumored nvidiaarm acquisition could massively shake up the chip industry dlvritrcfx,Neutral
725,ApexLegends,Neutral,Just lost 400 points in ranked  ,just lost  points in ranked,Neutral
10404,RedDeadRedemption(RDR),Neutral,Red dead redemption 2nd PC High. PC Low pic.twitter.com / 2eqwjNumBI,red dead redemption nd pc high pc low pictwittercom  eqwjnumbi,Negative
11437,TomClancysRainbowSix,Negative,"@Rainbow6Game I'm going to list my games in order and what happened in them. Pinger, Hacker, Pinger, Pinger, Thrower, Hacker, Thrower, Hacker, Pinger. I've lost more games in a row this season than ever. This season is absolute garbage and I go against pingers, hackers, throwers.",im going to list my games in order and what happened in them pinger hacker pinger pinger thrower hacker thrower hacker pinger ive lost more games in a row this season than ever this season is absolute garbage and i go against pingers hackers throwers,Positive
8385,Microsoft,Positive,Wait they still supported Floppy disks?! I thought already they stopped doing nearly that even when Windows Live 10 came out. But I could've even used my floppy disks first this entire time?!,wait they still supported floppy disks i thought already they stopped doing nearly that even when windows live  came out but i couldve even used my floppy disks first this entire time,Positive
12566,WorldOfCraft,Irrelevant,Happy birthday to The no1 expansion!,happy birthday to the no expansion,Positive
9704,PlayStation5(PS5),Positive,I don’t know how this looks like as Xbox controller but y’all will say anything. Anyway aim is fire.,i dont know how this looks like as xbox controller but yall will say anything anyway aim is fire,Neutral
9639,PlayStation5(PS5),Irrelevant,"Pay my car payments instead and I'll restrain you, lick cold honey off your naked body and suck frozen strawberries out your pussy.",pay my car payments instead and ill restrain you lick cold honey off your naked body and suck frozen strawberries out your pussy,Negative
415,ApexLegends,Positive,Still go'n strong with the stream! Playing some @PlayApex and love'n it!. . twitch.tv/therealslimzil… https://t.co/BLNbHLYz4F,still gon strong with the stream playing some  and loven it  twitchtvtherealslimzil,Positive
8813,Nvidia,Neutral,Wow Win a Nvidia Shield Pro.. New Video. youtu.be / WAQ-Ztn-5VE.. Tips & Entry on Video!!. @ NVIDIASHIELD @ docsquiffy,wow win a nvidia shield pro new video youtube  waqztnve tips  entry on video  nvidiashield  docsquiffy,Positive
3340,Facebook,Negative,"Twitter is just a place where lies are told like Facebook... if you tell the truth, your account will be shut down pic.wikipedia.org / XGKvpQEK",twitter is just a place where lies are told like facebook if you tell the truth your account will be shut down picwikipediaorg  xgkvpqek,Negative
6501,Fortnite,Irrelevant,what if I...one last bit fools dance to you because your heads are cracked *fortnite dances on you.,what if ione last bit fools dance to you because your heads are cracked fortnite dances on you,Neutral
6373,FIFA,Negative,Chelsea really doing some fifa career mode shit in the transfer window,chelsea really doing some fifa career mode shit in the transfer window,Neutral
12769,WorldOfCraft,Negative,"I don'2 t really even follow Warcraft but merging the original Warcraft Volume 3 with Reforged sounds like a major fuck up with that just no damn one wanted, needed, or even thought even was possible.",i don t really even follow warcraft but merging the original warcraft volume  with reforged sounds like a major fuck up with that just no damn one wanted needed or even thought even was possible,Positive
11201,TomClancysRainbowSix,Negative,"out's the thing, before I released the game you can see it would never let me fully load into the game, that was the same thing that would happen when I finished relaunching. I was with friends that wasnt disconnected and wound up finishing the content but @CiPi___ @Ubisoft just]",outs the thing before i released the game you can see it would never let me fully load into the game that was the same thing that would happen when i finished relaunching i was with friends that wasnt disconnected and wound up finishing the content but   just,Negative
7798,MaddenNFL,Negative,The feeling for Keenan is real,the feeling for keenan is real,Positive
4403,Google,Negative,Really starting to like  ,really starting to like,Neutral
6229,FIFA,Negative,Why would I be happy to pay for @ EASPORTSFIFA FIFA 21 if they didn't make any update other than to delete this screen... Why does it still exist? Why do you ask me every time I upload a game? Why has it been this way for 10 years? pic.facebook.com / T3CBiosY9R,why would i be happy to pay for  easportsfifa fifa  if they didnt make any update other than to delete this screen why does it still exist why do you ask me every time i upload a game why has it been this way for  years picfacebookcom  tcbiosyr,Positive
6673,Fortnite,Irrelevant,"If you can't build... a two-story house... and all you do is spam and break-ins... WELCOME FROM GAME,. p.",if you cant build a twostory house and all you do is spam and breakins welcome from game p,Positive
452,ApexLegends,Positive,at Woohoooo and Next.. The youtu. v be / RtEUnyYvjU0 the https://t.co/h8humm5KF9 ],at woohoooo and next the youtu v be  rteunyyvju the,Neutral
12904,Xbox(Xseries),Positive,"Boy am I practically chomping along at the first bit for this @xbox show, I'm dying to see many more of our next gen",boy am i practically chomping along at the first bit for this  show im dying to see many more of our next gen,Positive
5100,GrandTheftAuto(GTA),Irrelevant,Please for the love of God stop spreading the virus by not following the guidelines!!,please for the love of god stop spreading the virus by not following the guidelines,Positive
9192,Nvidia,Neutral,"than $500 on the AERO VA OLED - Award winning design, stunning 4K OLED panel, color in front edge of kitchen oven, with i7 core and Nvidia Core 4. This is a no work from home, create anywhere laptop! buff.ly/3kd6oRQ",than  on the aero va oled  award winning design stunning k oled panel color in front edge of kitchen oven with i core and nvidia core  this is a no work from home create anywhere laptop bufflykdorq,Positive
12804,Xbox(Xseries),Irrelevant,"Maybe I have to get an Xbox Series X just because of Fable. Please don't mess that up, I'm a hype...",maybe i have to get an xbox series x just because of fable please dont mess that up im a hype,Negative
8291,Microsoft,Negative,Nice Big,nice big,Positive
11771,Verizon,Neutral,"OneSearch, Verizon Media’s new advertising engine, sounds remarkably familiar ift.tt/38gdwqJ",onesearch verizon medias new advertising engine sounds remarkably familiar iftttgdwqj,Positive
3314,Facebook,Negative,"The e-commerce giant, along with Google, Apple and Facebook, is under investigation for possible violations of US antitrust law.",the ecommerce giant along with google apple and facebook is under investigation for possible violations of us antitrust law,Neutral
10647,RedDeadRedemption(RDR),Positive,"I feel bad for people who die before the stuff comes out, as if I would be crazy to die before Red Dead Redemption 2 comes out.",i feel bad for people who die before the stuff comes out as if i would be crazy to die before red dead redemption  comes out,Negative
13011,Xbox(Xseries),Positive,Can't Fly,cant fly,Positive
6304,FIFA,Neutral,Fifa no 21...... It can almost look amazing and say everything but yet it comes slowly down to it alot more than that.....,fifa no  it can almost look amazing and say everything but yet it comes slowly down to it alot more than that,Positive
1518,Battlefield,Irrelevant,A release for online graphics like wtfwolgyftw already occurred SEE COPYRIGHT: bf4db.com/player/ban/237...,a release for online graphics like wtfwolgyftw already occurred see copyright bfdbcomplayerban,Neutral
1251,Battlefield,Irrelevant,My Solution for Battlefield 8 player feenalslick has got SEE AND: bf4db.com/player/ban/852...,my solution for battlefield  player feenalslick has got see and bfdbcomplayerban,Neutral
7515,LeagueOfLegends,Neutral,Royal Never Give Up looks very good! Vici didn't even know where to go. Great team game from RNG! Now JDG!,royal never give up looks very good vici didnt even know where to go great team game from rng now jdg,Positive
3607,Cyberpunk2077,Positive,I've used only my PS4 less and less over over the last few months. The Stadia Platform has offered for a wonderfully real solid Facebook gaming experience.. Looking forward to.. To Keep up following the good work @GoogleStadia.. Looking long forward to making more announcements..,ive used only my ps less and less over over the last few months the stadia platform has offered for a wonderfully real solid facebook gaming experience looking forward to to keep up following the good work  looking long forward to making more announcements,Positive
525,ApexLegends,Positive,Whoa.,whoa,Neutral
7551,LeagueOfLegends,Negative,"Something is fundamentally wrong with @ LeagueOfLegends ""dating system (idk if I use that word correctly and idc) Last season I became Gold 4 without trying, this year while actively trying to learn more about the game and improve, I stuck with s2.",something is fundamentally wrong with  leagueoflegends dating system idk if i use that word correctly and idc last season i became gold  without trying this year while actively trying to learn more about the game and improve i stuck with s,Negative
5528,Hearthstone,Irrelevant,Half the Hearthstone players are Dumbasses! pic.twitter.com / chJhemEb7t,half the hearthstone players are dumbasses pictwittercom  chjhemebt,Negative
5417,Hearthstone,Positive,"Hey guys, I just hit legend on EU with a incredible winrate of 45%, which seems strange to me, but I take it: D Got a lot of rewards and the new ranks look kinda cool, so overall pretty happy with the changes till now.",hey guys i just hit legend on eu with a incredible winrate of  which seems strange to me but i take it d got a lot of rewards and the new ranks look kinda cool so overall pretty happy with the changes till now,Positive
2277,CallOfDuty,Negative,"If there is something not wrong with this game, why can't I claim the credits @ PlayCODMobile such a joke....",if there is something not wrong with this game why cant i claim the credits  playcodmobile such a joke,Negative
10821,TomClancysGhostRecon,Positive,"New game is coming! First stealth pistol<unk> At breakpoint, I've been away from everything for awhile ( focused on other sites ) but i'm happy the be here! youtube.com/watch?v=ubsfAj..... and",new game is coming first stealth pistolunk at breakpoint ive been away from everything for awhile  focused on other sites  but im happy the be here youtubecomwatchvubsfaj and,Positive
10918,TomClancysGhostRecon,Neutral,"up, boys, something's going down! Guess who is voting for proud owner of a Jaguar M82 and ready to shoot Wolves on @GhostRecon!",up boys somethings going down guess who is voting for proud owner of a jaguar m and ready to shoot wolves on,Positive
8191,Microsoft,Positive,Thank-You @Flipgrid<unk>,thankyou unk,Neutral
6127,FIFA,Positive,Nice lil fifa sesh before I end last night,nice lil fifa sesh before i end last night,Positive
2885,Dota2,Negative,The Wtf??,the wtf,Negative
8345,Microsoft,Neutral,"Another Microsoft software is Killing Cortana software on its Mobile, Invoke, Windows and Surface Headphones - Thurrott. info com thurrott. net com / smart - cell home / 238 …, see over more tweetedtimes. com / view v / 2405? s = tnp",another microsoft software is killing cortana software on its mobile invoke windows and surface headphones  thurrott info com thurrott net com  smart  cell home    see over more tweetedtimes com  view v   s  tnp,Positive
11341,TomClancysRainbowSix,Negative,has,has,Neutral
10009,PlayerUnknownsBattlegrounds(PUBG),Irrelevant,@ PUBGMOBILE. My account is blocked (11-8-2020). and not the reason behind it. I have played naver against the rule of public mobile phone. Account number 5318224975. Id name SAM JOKET.,pubgmobile my account is blocked  and not the reason behind it i have played naver against the rule of public mobile phone account number  id name sam joket,Negative
1982,CallOfDutyBlackopsColdWar,Negative,oh @ Scoob _ 713 that's what u meant by that - oh naw that's dog shit,oh  scoob   thats what u meant by that  oh naw thats dog shit,Negative
7419,LeagueOfLegends,Neutral,"Hi! I'm ash, we multi-ship in this house. . . I like makeup, crying, eating, writing, league of legends and throwing my love at people.. . AO3. : archiveofourown.org/users/SimpleSa…. . CC. : curiouscat.me/SimpleSalsa_ https://t.co/5hFEpr1lj2",hi im ash we multiship in this house   i like makeup crying eating writing league of legends and throwing my love at people  ao  archiveofourownorguserssimplesa  cc  curiouscatmesimplesalsa,Positive
665,ApexLegends,Neutral,My first attempt at MnK on @ PlayApex is ranked. So close to winning!...... https: / / Fenco / Df4Y6ddCT,my first attempt at mnk on  playapex is ranked so close to winning https   fenco  dfyddct,Positive
926,AssassinsCreed,Positive,I can't wait,i cant wait,Neutral
9598,Overwatch,Positive,Honestly I played Zenyatta the other night in comp overwatch and had the most fun I've had playing in a while .  @chrislb2017 thank you for being my friend,honestly i played zenyatta the other night in comp overwatch and had the most fun ive had playing in a while    thank you for being my friend,Positive
2990,Dota2,Positive,Dota 2 after 6 Months of Fake Go-Go,dota  after  months of fake gogo,Negative
375,Amazon,Negative,Let it die,let it die,Neutral
5588,Hearthstone,Negative,Imagine a BILLION DOLLAR COMPANY (@ Blizzard _ Ent @ PlayHearthstone) that imposes a $500 fine. Another BILLION DOLLAR COMPANY that fines a player $500. Bad look. pic.twitter.com / 5RajCwgEEU,imagine a billion dollar company  blizzard  ent  playhearthstone that imposes a  fine another billion dollar company that fines a player  bad look pictwittercom  rajcwgeeu,Negative
4109,CS-GO,Negative,"Im sorry, but valorant looks like an asset flip unit game with the frustrating elements of Csgo and without the charm of Overwatch",im sorry but valorant looks like an asset flip unit game with the frustrating elements of csgo and without the charm of overwatch,Negative
838,AssassinsCreed,Negative,Wtf????? Releasing from early to full match series X set release date?,wtf releasing from early to full match series x set release date,Negative
1504,Battlefield,Positive,@electronicarts It says im permanently banned from ea products becuase i violated terms de contact do something like that help me please i wanna take some battlefield on,it says im permanently banned from ea products becuase i violated terms de contact do something like that help me please i wanna take some battlefield on,Neutral
6911,johnson&johnson,Positive,Awesome!!,awesome,Positive
8590,NBA2K,Irrelevant,I miss Kobe so much,i miss kobe so much,Positive
10851,TomClancysGhostRecon,Positive,1 MASSIVE THANKS to remember everyone that dropped in tonight on,massive thanks to remember everyone that dropped in tonight on,Positive
7000,johnson&johnson,Neutral,Johnson & Johnson Will Stop Selling 'Whitening Cream' Over Concerns Of Racism... weaselzippers.us/450898-johnson… via @weaselzippers,johnson  johnson will stop selling whitening cream over concerns of racism weaselzippersusjohnson via,Neutral
10724,RedDeadRedemption(RDR),Positive,"This game is great. If you haven’t played it yet, this has a good way to play it over the cheap. (Cheap-ish, I guess. It’s a long<unk>",this game is great if you havent played it yet this has a good way to play it over the cheap cheapish i guess its a longunk,Positive
6850,johnson&johnson,Neutral,A San Diego Superior Court judge ordered Johnson & Johnson to pay $343.99 million for hiding the dangers and risks of its surgical mesh product for women. on.nbc7.com/ZLL0BIq,a san diego superior court judge ordered johnson  johnson to pay  million for hiding the dangers and risks of its surgical mesh product for women onnbccomzllbiq,Positive
12770,WorldOfCraft,Irrelevant,"Had my mother move in addition to me in the GameCube Animal Crossing. I lost that memory card. They somehow got her to make an undead warlock in Wings i Warcraft. Unfortunately, shortly after she passed away. My mother raised a gamer and she played with Zelda too. Miss you mom, love you.",had my mother move in addition to me in the gamecube animal crossing i lost that memory card they somehow got her to make an undead warlock in wings i warcraft unfortunately shortly after she passed away my mother raised a gamer and she played with zelda too miss you mom love you,Positive
3912,Cyberpunk2077,Irrelevant,"Ahh man, I have no friends on. Twitter so I will tag @ HedYellowCrd. A great guy and a great FM player.",ahh man i have no friends on twitter so i will tag  hedyellowcrd a great guy and a great fm player,Positive
11158,TomClancysGhostRecon,Positive,"of @Ubisoft loving the official ""Terminator event"" in",of  loving the official terminator event in,Positive
6481,Fortnite,Irrelevant,Lakers gave up some fortnite player and a soundcloud rapper for the best big about the league,lakers gave up some fortnite player and a soundcloud rapper for the best big about the league,Positive
4920,GrandTheftAuto(GTA),Negative,They just now making do this shit,they just now making do this shit,Negative
12731,WorldOfCraft,Negative,All these  ,all these,Neutral
7931,MaddenNFL,Negative,WTFFF is my strength of schedule 102. THEE highest in weekend league with a 88 Ovr team EA wtffff????? @EAMaddenNFL @EASPORTS_MUT,wtfff is my strength of schedule  thee highest in weekend league with a  ovr team ea wtffff,Neutral
3953,Cyberpunk2077,Irrelevant,"Super misleading headline.  Of course, as always, people jumping to conclusions as a result",super misleading headline  of course as always people jumping to conclusions as a result,Positive
1447,Battlefield,Irrelevant,A ban for Battlefield 4 player StatX300 has occurred SEE DETAILS: bf4db.com / player / ban / 851...,a ban for battlefield  player statx has occurred see details bfdbcom  player  ban,Neutral
4353,CS-GO,Irrelevant,Smurfs in csgo can go fucking themselves,smurfs in csgo can go fucking themselves,Negative
854,AssassinsCreed,Positive,"Oh my, that looks amazing.",oh my that looks amazing,Positive
10162,PlayerUnknownsBattlegrounds(PUBG),Positive,"Do our uneducated community think that the PUBG game is a killer, then they should ban all knives, guns, limit vehicle speed to 20 km / h and all buildings in the country should be less than 10 feet high, because they also cause thousands of deaths a year.",do our uneducated community think that the pubg game is a killer then they should ban all knives guns limit vehicle speed to  km  h and all buildings in the country should be less than  feet high because they also cause thousands of deaths a year,Negative
11716,Verizon,Negative,"@Verizon switching my<unk>, and guys are sucking my cellular speed the past three weeks. I’m paying monthly unlimited 4G and I’m not getting that what and ever.",switching myunk and guys are sucking my cellular speed the past three weeks im paying monthly unlimited g and im not getting that what and ever,Negative
6121,FIFA,Irrelevant,″ He's the best player at the club,hes the best player at the club,Positive
11631,Verizon,Positive,And @optimumsucks I ’ m at the my friends at house and they ’ re just trying to order walked along they ’ ve been on tight hold with optimum sucks for 30 minutes they ’ re claiming I is the weather COVID - 19 just for their lack of response I say fuck that go to ask Verizon,and  i  m at the my friends at house and they  re just trying to order walked along they  ve been on tight hold with optimum sucks for  minutes they  re claiming i is the weather covid   just for their lack of response i say fuck that go to ask verizon,Negative
12753,WorldOfCraft,Negative,".. @Warcraft_RU, cc. @Jack, we did not wish to be promoted your software, or anything else ties to war. I very much dislike war, particularly i very much dislike running games, as is shown from our tweet history. Also, i do only read Russian.",cc  we did not wish to be promoted your software or anything else ties to war i very much dislike war particularly i very much dislike running games as is shown from our tweet history also i do only read russian,Positive
9193,Nvidia,Positive,Love EVERYTHING about it.,love everything about it,Positive
6280,FIFA,Neutral,"FUT ’ s menu stuff in this year is the 5th best it has ever been done by far, you can now easily make coins and build a new fantastic team without spending a peny. Brilliant... 1 However the gameplay, how scripted it is over and AI dominant it is, along and with the awful servers EA would have make making it unbearable.",fut  s menu stuff in this year is the th best it has ever been done by far you can now easily make coins and build a new fantastic team without spending a peny brilliant  however the gameplay how scripted it is over and ai dominant it is along and with the awful servers ea would have make making it unbearable,Positive
2901,Dota2,Negative,the cute panda and dragon tress they just steal much resources and a nonthong messy up and cry trash and poser hero.. @DOTA2 @icefrog,the cute panda and dragon tress they just steal much resources and a nonthong messy up and cry trash and poser hero,Positive
12525,WorldOfCraft,Neutral,BBC News - My disabled son's amazing playing life in World of Warcraft bbc.co.uk / news / disability...,bbc news  my disabled sons amazing playing life in world of warcraft bbccouk  news  disability,Positive
11150,TomClancysGhostRecon,Positive,Beautiful view north,beautiful view north,Positive
9450,Overwatch,Irrelevant,"the decent esports players for smash, rl, overwatch, and other big games are extremely untalented when compared to top tetris teammates like firestorm or me.. our skill levels is normally about so frickin higher on tetris. change my perspective",the decent esports players for smash rl overwatch and other big games are extremely untalented when compared to top tetris teammates like firestorm or me our skill levels is normally about so frickin higher on tetris change my perspective,Positive
11780,Verizon,Positive,Proud to work at MAKERS and @ verizon - what a conference!,proud to work at makers and  verizon  what a conference,Positive
6305,FIFA,Positive,Lots of juicy fifa content today,lots of juicy fifa content today,Neutral
6425,Fortnite,Irrelevant,20 ATTEMPTS at this  . .  .  . . youtu.be/aV5ETp2PKOg,attempts at this         youtubeavetppkog,Neutral
2475,Borderlands,Positive,"Just officiated a gay wedding in Borderlands 3, the powerful rn.",just officiated a gay wedding in borderlands  the powerful rn,Positive
4473,Google,Irrelevant,<unk>,unk,Neutral
6383,FIFA,Positive,First relationship I like in very long long time. A.I actually intelligent.,first relationship i like in very long long time ai actually intelligent,Positive
9186,Nvidia,Positive,from,from,Neutral
937,AssassinsCreed,Positive,<unk> Birthday @ShikharTheBun may you have all the Assassins Creed 3 and Edishions from the world.,unk birthday  may you have all the assassins creed  and edishions from the world,Neutral
10963,TomClancysGhostRecon,Positive,"Wow the new upcoming update for  . . Lots of Splinter Cell themed items coming including an NVG that I'm excited for, and AI teammates are also coming with the update, very excited . . Check out the patch notes below. . ghost-recon.ubisoft.com/game/en-gb/new…",wow the new upcoming update for    lots of splinter cell themed items coming including an nvg that im excited for and ai teammates are also coming with the update very excited   check out the patch notes below  ghostreconubisoftcomgameengbnew,Positive
3191,Dota2,Neutral,Jesus nigma are fuckin unreal at throwing in every game this they play,jesus nigma are fuckin unreal at throwing in every game this they play,Negative
5794,HomeDepot,Positive,"Let the strong survive, let the weak perish (sounds callous, but at some point we all die). Mathematics does not support history. Thank these companies for standing up where our politicians and legislators do not want to go.",let the strong survive let the weak perish sounds callous but at some point we all die mathematics does not support history thank these companies for standing up where our politicians and legislators do not want to go,Positive
7273,LeagueOfLegends,Positive,"Well, I know there's no point being in the League of Legends for so long, talking back to the trolls, so I just agree with them and it annoys them.",well i know theres no point being in the league of legends for so long talking back to the trolls so i just agree with them and it annoys them,Negative
11895,Verizon,Neutral,Verizon said it would refrain from misleading 5G claims by advertisers:,verizon said it would refrain from misleading g claims by advertisers,Neutral
10199,PlayerUnknownsBattlegrounds(PUBG),Irrelevant,"Salman Khan. Adopt flood affected villages,. Avoid Salman haters. ... . . @BeingSalmanKhan. @TeamSalmanFan. @Ishu_Jacqueline. R. r.",salman khan adopt flood affected villages avoid salman haters       r r,Neutral
8054,Microsoft,Neutral,"Struggling to find a job? Enroll in free courses by Microsoft, EY & Coursera to hone your skills google.com/url?rct=j&sa=t…",struggling to find a job enroll in free courses by microsoft ey  coursera to hone your skills googlecomurlrctjsat,Positive
4366,CS-GO,Neutral,awp lightning should strike,awp lightning should strike,Neutral
505,ApexLegends,Neutral,Solo Mirage when a fucking teammate rages - Part 2. store.playstation.com /,solo mirage when a fucking teammate rages  part  storeplaystationcom,Negative
2187,CallOfDuty,Negative,30 GB patch. Yet one more reason almost any current “live service” trend is obviously unsustainable,gb patch yet one more reason almost any current live service trend is obviously unsustainable,Positive
9103,Nvidia,Negative,"@nvidia Hey, I actually have GTX 950M support and I am even experiencing constant low fps while gaming and streaming files while using nvenc to encode stream",hey i actually have gtx m support and i am even experiencing constant low fps while gaming and streaming files while using nvenc to encode stream,Neutral
651,ApexLegends,Negative,@PlayApex Spooky season 2020 sucks. Games are too short,spooky season  sucks games are too short,Negative
11354,TomClancysRainbowSix,Negative,I thought this would have been fixed by now??? @ Rainbow6Game,i thought this would have been fixed by now  rainbowgame,Positive
9568,Overwatch,Irrelevant,There ’ s always an additional overwatch ad on my TL and I nearly blame Zay cause for he always talking about it on him here.,there  s always an additional overwatch ad on my tl and i nearly blame zay cause for he always talking about it on him here,Positive
12575,WorldOfCraft,Positive,Shoutout to wow for helping me solve something and putting in this joke highlight of my day .  RhandlerR pic.twitter.com/pqmpnAzOQL,shoutout to wow for helping me solve something and putting in this joke highlight of my day   rhandlerr pictwittercompqmpnazoql,Positive
5057,GrandTheftAuto(GTA),Irrelevant,this is like GTA in real life.,this is like gta in real life,Positive
8499,NBA2K,Negative,v Yo im not never gettin a no centers on my team wtf wrong w west I servers never get w s center teams only from when im on east i get centers once every game.. @NBA2K plz fix f @Ronnie2K def @LD2K @Beluba,v yo im not never gettin a no centers on my team wtf wrong w west i servers never get w s center teams only from when im on east i get centers once every game  plz fix f  def,Negative
3479,Facebook,Neutral,someone hack my moms phone and delete her whatsapp and facebook..this women is trying to feed me raw garlic to keep corona away from me!!,someone hack my moms phone and delete her whatsapp and facebookthis women is trying to feed me raw garlic to keep corona away from me,Negative
9647,PlayStation5(PS5),Positive,I Oooh Wow! So pretty!,i oooh wow so pretty,Positive
5291,Hearthstone,Negative,"Hey @PlayHearthstone, i am VERY upset with you right now.  You are LIARS, THIEFS, and CHEATS.  I am talking of course, obviously, about Murgur Murgurgle.   When you play it, it CLEARLY says ""murgur GURgurgle"", not ""murgur MURgurgle.""  This needs to be remedied immediately.",hey  i am very upset with you right now  you are liars thiefs and cheats  i am talking of course obviously about murgur murgurgle   when you play it it clearly says murgur gurgurgle not murgur murgurgle  this needs to be remedied immediately,Positive
9119,Nvidia,Neutral,Congratulations to @ KTRTRS & @ jayesh _ ranjan Let's make Telangana AI Ready!!. @ Nidhiya _ V _ Raj @ TWorksHyd @ IITHyderabad @ WEHubHyderabad,congratulations to  ktrtrs   jayesh  ranjan lets make telangana ai ready  nidhiya  v  raj  tworkshyd  iithyderabad  wehubhyderabad,Positive
4,Amazon,Negative,@amazon probably some of the worst customer computer service I ’ ve had you to properly deal with lately,probably some of the worst customer computer service i  ve had you to properly deal with lately,Negative
3583,Facebook,Negative,"I KNOW that FACEBOOK was a nasty WEBSITE, I FEEL THAT I WAS 15 BRO SHOTH, I DELETE IT NOW",i know that facebook was a nasty website i feel that i was  bro shoth i delete it now,Negative
5671,HomeDepot,Negative,I’m not a whole lot feeling the Home Depot in Cheltenham is still out of a working saw and I have to go to the one on the Boulevard...I HATE that idiot!,im not a whole lot feeling the home depot in cheltenham is still out of a working saw and i have to go to the one on the boulevardi hate that idiot,Negative
5145,GrandTheftAuto(GTA),Neutral,"I don't advocate waiting for Phase 6 if it means no repercussions for the developers, but the way they talking they gon release some bullshit that then DLC players to death. do you want.",i dont advocate waiting for phase  if it means no repercussions for the developers but the way they talking they gon release some bullshit that then dlc players to death do you want,Neutral
11767,Verizon,Positive,"super so lame are that because @TMobile has great offers made for new pay customers, friendly but totally give nothing back to existing customers... i may jump ship.. do you guys like @verizon?",super so lame are that because  has great offers made for new pay customers friendly but totally give nothing back to existing customers i may jump ship do you guys like,Positive
6391,FIFA,Negative,FIFA updates: Former FIFA finance director banned for 10 years. continue reading: -insidesport.co / fifa-updates-f.....,fifa updates former fifa finance director banned for  years continue reading insidesportco  fifaupdatesf,Neutral
8727,NBA2K,Negative,Sure I’m late to the game but  ,sure im late to the game but,Negative
